# Migration Report
# Generated: 2026-08-04T04:52:25.297Z
# Elapsed: 5.2s
# Migrated: 2 | Skipped: 1580 | Errors: 0
#
SKIPPED | BIO/101/2023/Bio101-Topic 1-Chemistry of water (By Dr. Rajesh Ramchandran).ppt |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln11 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln2 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln3 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln4 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln5 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln6 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln7 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/Assignments/soln8 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2016/mid-sem2 ms15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2017/Assignments/Assignment 2 problems and soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2017/Assignments/Assignment 3 problems and solns.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2017/Assignments/assign3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2017/Assignments/assign4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2017/Assignments/soln4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2018/endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2018/second midsem ms17.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A12.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A4_additional exercises.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A9 v2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A9-solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/A9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/MS17.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/MidSem2_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/Q1 soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/Selected exercises solutions 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/Selected exercises solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/Selectedexercises-solutions3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/Assignments/Solutions to some more problems.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2019/MidSem2_Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2020/Assignment_1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2022/MathEndsem MS 20.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/Tut-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/Tut-2 and 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/Tut-4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/t11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/t6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/t7(new).pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/t8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Assignments/tut-5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Math Midsems 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2023/Math Midsems 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Assignments/exercise1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Assignments/exercise1B.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Assignments/exercise2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Assignments/exercise3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Endsem/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Midsem/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Midsem/Midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Notes/week1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Notes/week2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/202/2025/Notes/week3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Endsem/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture07.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture08.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture09.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture11.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture12.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture13.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture14.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture15.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture16.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Lectures/Lecture17.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Midsem/Midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Question_papers/MTH203_midsem1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Question_papers/MTH203_midsem1_soln.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Question_papers/MTH203_midsem2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Question_papers/MTH203_midsem2_solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Homework01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Homework02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Tutorial01.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Tutorial02.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Tutorial03.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Tutorial04.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Tutorial05.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2025/Tutorial/Tutorial06.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/203/2026/Midsem/photo-2026-04-19T18-38-25-398Z.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/Kulshrestha, Amit - Lecture notes on Special Orthogonal Matrices.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/Kulshrestha, Amit - MTH204 (Symmetry) Notes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2025/MTH204 - Tutorial 8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/204/2026/Midsem/mth204 symmetry Tanusree.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Midsem 1 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Midsem 2 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Notes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 2 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 3 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 4 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 8 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2025/Tutorial 9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2026/Midsem/math205 analysis Varadhraj.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/205/2026/Midsem/photo-2026-04-19T18-54-36-310Z.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/206/2026/Midsem/midsem 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/206/2026/Midsem/photo-2026-04-19T18-52-11-057Z.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2020/Lecture 1 Real Numbers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2020/Notes 03092020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2020/Notes 04092020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2020/Notes 25082020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2020/Notes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2020/Problem set 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2023/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2023/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2023/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2024/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2024/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Compact Sets.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Continuous Functions - Part II.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Continuous Functions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Dedekind's Construction of Real Numbers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Exams/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Exams/Midsem 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Exams/Midsem 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Riemann Integration.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 10.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 6.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 7.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/301/2025/Tutorial 9.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Assignment/HW1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Handout MTH302.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Lecture1- MTH302.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Lecture2-25082020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Lecture3-27082020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Lecture4-31082020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Lecture5-01092020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Lecture6-03092020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2020/Lecture7-07092020.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2023/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2023/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2023/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2024/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2024/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2024/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2025/Exams/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2025/Exams/Midsem 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/302/2025/Exams/Midsem 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2023/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2023/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2023/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2024/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2024/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2024/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exams/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exams/Midsem 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exams/Midsem 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exercise Sheet 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exercise Sheet 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exercise Sheet 3.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exercise Sheet 4.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Exercise Sheet 5.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Midsem 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/2025/Midsem 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/unknown/Assignment-1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/unknown/Assignment-2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/303/unknown/TextBooks.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/304/2023/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/304/2023/Midsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/304/2024/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/304/2024/Midsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/304/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/304/2025/Midsem 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/304/2025/Midsem 2.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/305/2024/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/305/2024/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/305/2024/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/305/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/305/2025/MIdsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/305/2025/MIdsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/306/2024/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/306/2024/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/306/2024/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/306/2025/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/306/2025/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/306/2025/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/307/2024/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/307/2024/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/307/2025/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/307/2025/MIdsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/308/2024/Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/308/2024/Midsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/308/2024/Midsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/308/2025/Endsem.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/308/2025/MIdsem 1.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/308/2025/MIdsem 2.jpg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/401/2025/MTH401_Endsem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/401/2025/MTH401_Midsem1.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/401/2025/MTH401_Midsem2.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/402/2025/MTH402_Endsem.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/402/2025/MTH402_Midsem.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/404/2025/MTH404_Endsem.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/404/2025/MTH404_Midsem.jpeg |  |  | Already QPR-LFS-R2
SKIPPED | MTH/407/2025/1st_soln (1).pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/407/2025/2nd_soln (1).pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/407/2025/Endsem paper.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/407/2025/end-sem_soln (1).pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/1 - Introduction.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/10 - Several Proofs of the Irreducibility of Cyclotomic Polynomials.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/11 - Finite Fields.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/12 - Dirichlet Characters and Gauss Sums.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/13 - Nisnevich and Lang-Weil estimate.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/14 - Orders in a Number Field.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/15 - Resultants.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/16 - Sums and Products of Algebraic Integers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/17 - Some Results from Commutative Algebra.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/18 - Structure of Finite Commutative Rings.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/19 - Local Fields of characteristic 0.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/2 - Lattices and Matrix Reduction.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/20 - Local Fields and Hensel's Lemma -- MIT Notes.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/3 - Ostrowski's Theorem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/4 - Basics of p-adic numbers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/5 - Algebraic Structure of Q_p.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/6 - Chevalley-Warning Theorem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/7 - Factorisation of Polynomials.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/8 - Derivations and Multiple Factors.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/9 - Cyclotomic Numbers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/End-Semester Exam Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 1 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 2 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 3 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 4 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 5 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 6 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 7 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 8 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2024/Quiz 9 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/1 - Introduction.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/10 - Finite Fields.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/11 - Hensel's Lemma.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/12 - Algebraic Numbers and Algebraic Integers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/13 - Minkowski's Theorem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/14 - Finite Algebras.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/15 - Finite Extensions of the p-adic Numbers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/16 - Tensor Products and Basechange.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/17 - Resultants.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/18 - Hermite-Minkowski Theorem.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/2 - Norms on Rational Numbers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/3 - p-adic Numbers.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/4 - Multiplicative Structure of Q_p.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/5 - Automorphisms of Q_p.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/6 - Polynomials.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/7 - Noether Normalisation.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/8 - Using Matrices to Solve Polynomial Equations.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/9 - Irreducibility Criteria for Polynomials.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Endsem solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Python Calculations 1 -- X^3 + X^2 - 2X + 8.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Python Calculations 2 -- X^3 + 3X + 1.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Python Calculations 3 - A Cubic Field.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 1 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 10 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 11 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 2 Solutions.pdf |  |  | Already QPR-LFS-R2
SKIPPED | MTH/419/2025/Quiz 3 Solutions.pdf |  |  | Already QPR-LFS-R2
